j2_current,j3_current,j4_current,robot_current,fx,ur10_behaviour
5.909729480743408,4.180976867675781,0.1435547024011612,1.396485447883606,18.42806732856291,0
7.452393531799316,2.5265204906463623,0.3588867485523224,1.5397114753723145,41.67622714019858,0
7.800293922424316,2.674479961395264,0.5652466416358948,1.6829427480697632,27.71158041574341,0
3.153991937637329,2.4256389141082764,0.1323394924402237,1.396485447883606,12.199973553703137,0
3.153991937637329,2.4346063137054443,0.0762634351849556,1.4681010246276855,12.721917853164678,0
4.605103015899658,1.8046574592590328,0.4037475883960724,1.4681010246276855,11.1718135261784,0
4.719543933868408,1.4257915019989014,0.4665527939796448,1.718747854232788,13.440819064345972,0
1.904297113418579,2.183523416519165,0.6639404892921448,1.396485447883606,15.948341861334194,0
2.938843011856079,2.163347244262696,0.3656158745288849,1.3606749773025513,8.554502542657572,0
2.906799554824829,2.23060154914856,0.4104767143726349,1.3606749773025513,12.672050713658653,0
1.799011468887329,2.546696901321411,0.1233673244714737,1.5397114753723145,13.507543160021472,0
1.4923096895217896,3.290977954864502,0.1659851223230362,1.50390625,21.582247796627847,0
5.868530750274658,3.187854528427124,0.2220611870288849,1.4322905540466309,27.402253740224307,0
5.772400379180908,2.8470993041992188,0.2287903130054474,1.4322905540466309,31.018563108129428,0
6.903076648712158,1.867428183555603,0.3813171684741974,1.50390625,24.724840427005745,0
7.571412086486816,1.972793340682984,0.3656158745288849,1.8619791269302368,8.261227801160489,0
3.085327386856079,1.7665467262268066,0.3835602104663849,1.3248697519302368,37.64220118775842,0
3.469848871231079,1.5109803676605225,0.4530945420265198,1.4322905540466309,36.76176392225727,0
4.147339344024658,0.8249862790107727,0.1435547024011612,1.50390625,14.76960658988015,0
2.522278070449829,3.364957571029663,-0.1435547024011612,1.4681010246276855,27.18412073109614,0
3.309631586074829,2.654303789138794,0.2848663628101349,1.4681010246276855,10.381542664243051,0
3.433227777481079,3.021960735321045,0.2826233208179474,1.3606749773025513,24.530851740846945,0
4.577637195587158,3.172161817550659,0.3566437065601349,1.611327052116394,5.352387017999084,0
5.804443836212158,4.019566535949707,0.1996307522058487,1.4681010246276855,13.049938857194723,0
6.143188953399658,3.683294773101807,0.0628051832318306,1.5397114753723145,8.720495654614743,0
7.507325172424316,2.479442358016968,0.2848663628101349,1.5397114753723145,27.11647336218304,0
8.358765602111816,2.4973769187927246,0.6078644394874573,1.7545583248138428,24.683478469548373,0
3.112793207168579,2.564631223678589,0.1211242824792862,1.396485447883606,12.713563822099292,0
3.204345941543579,2.3135485649108887,0.0426178015768528,1.4322905540466309,7.324845508677829,0
3.712463855743408,2.006420373916626,0.2332763969898224,1.4322905540466309,11.276923828035448,0
4.518127918243408,1.502013087272644,0.4822540879249573,1.5755219459533691,13.583149269541682,0
2.847290277481079,2.2081832885742188,0.4172058403491974,1.3606749773025513,6.390669890874312,0
2.847290277481079,2.23060154914856,0.3207550346851349,1.3606749773025513,14.306846702593996,0
1.853943109512329,2.676721811294556,0.0964508131146431,1.4322905540466309,12.554466641443453,0
4.792786121368408,3.64518404006958,-0.1570129543542862,1.4322905540466309,32.97752178381895,0
5.694580554962158,3.122842073440552,0.2086029201745987,1.5755219459533691,28.65977071574262,0
6.935120105743408,1.961584210395813,0.3656158745288849,1.50390625,27.99608030210755,0
3.511047601699829,1.632038116455078,0.5360870957374573,1.3248697519302368,34.20657752314015,0
3.213501214981079,1.7822394371032717,0.3880462944507599,1.5755219459533691,36.33584954511882,0
4.357910633087158,1.2464466094970703,0.3319702446460724,1.4322905540466309,15.517586809107213,0
4.522705554962158,1.087278127670288,0.1278534084558487,1.5397114753723145,18.92771062485103,0
2.604675531387329,3.196821928024292,-0.1570129543542862,1.396485447883606,27.36345662393774,0
3.282165765762329,2.636369228363037,0.2758941948413849,1.4322905540466309,5.365410937132047,0
