"cycle_number","n_run","j1_temp","j2_temp","j3_temp","j4_temp","j5_temp","j6_temp","j1_voltage","j2_voltage","j3_voltage","j4_voltage","j5_voltage","j6_voltage","j1_current","j2_current","j3_current","j4_current","j5_current","j6_current","x","y","z","rx","ry","rz","main_voltage","robot_voltage","robot_current","fx","fy","fz","timestamp"
1,1,30.19999122619629,31.21999168395996,31.12999153137207,35.319984436035156,38.64998245239258,38.519981384277344,47.87900161743164,47.95500183105469,47.72700119018555,47.986000061035156,48.090999603271484,47.92499923706055,0.5493164658546448,5.909729480743408,4.180976867675781,0.1435547024011612,-0.0291595496237278,0.1188812404870987,-0.0642353099330216,-0.9949330243947235,0.7843796180077958,-0.045246915505741975,-0.019588662643121216,0.07763047618098545,48.13019943237305,48.13019943237305,1.396485447883606,18.42806732856291,0,0,"2024-12-18 13:16:02.146335"
1,2,30.19999122619629,31.21999168395996,31.12999153137207,35.319984436035156,38.64998245239258,38.519981384277344,47.86399841308594,47.95500183105469,47.696998596191406,47.97100067138672,48.090999603271484,47.92499923706055,-0.7095337510108948,7.452393531799316,2.5265204906463623,0.3588867485523224,-0.3656158745288849,-0.3364563286304474,-0.06424814204694719,-0.9948241172198318,0.7841962332440612,-0.04492652714700095,-0.01896768072823439,0.0771866075777843,48.13019943237305,48.13019943237305,1.5397114753723145,41.67622714019858,0,0,"2024-12-18 13:16:02.340255"
1,3,30.19999122619629,31.21999168395996,31.131893157958984,35.319984436035156,38.64998245239258,38.519981384277344,47.86399841308594,47.939998626708984,47.742000579833984,47.95500183105469,48.07600021362305,47.87900161743164,-1.954651117324829,7.800293922424316,2.6744799613952637,0.5652466416358948,-0.2803802788257599,-0.4216919243335724,-0.06462697613167766,-0.9917469977542829,0.7777317132037334,-0.03329373324652959,-0.00522056276919259,0.062894623366222,48.13019943237305,48.13019943237305,1.6829427480697632,27.711580415743406,0,0,"2024-12-18 13:16:02.500473"
1,4,30.19999122619629,31.21999168395996,31.52013397216797,35.319984436035156,38.64998245239258,38.519981384277344,47.89500045776367,48,47.66600036621094,48,48.10599899291992,47.939998626708984,-0.1007080152630806,3.153991937637329,2.4256389141082764,0.1323394924402237,-0.0336456336081028,0.0538330152630806,-0.13301948845992265,-0.6921295467731603,0.17515164132576896,1.053268291939805,1.2931633816024246,-1.3483390478844544,48.13019943237305,48.13019943237305,1.396485447883606,12.199973553703137,0,0,"2024-12-18 13:16:04.74089"
1,5,30.19999122619629,31.21999168395996,31.522008895874023,35.319984436035156,38.64998245239258,38.519981384277344,47.89500045776367,47.97100067138672,47.696998596191406,48,48.10599899291992,47.939998626708984,0.2243042290210724,3.153991937637329,2.4346063137054443,0.0762634351849556,-0.0807495191693306,0.0785064771771431,-0.13301684297727207,-0.6921239670098143,0.17516934524063651,1.0532077923461753,1.2931260067805979,-1.3483135343022892,48.13019943237305,48.13019943237305,1.4681010246276855,12.721917853164678,0,0,"2024-12-18 13:16:04.892431"
1,6,30.19999122619629,31.21999168395996,31.523527145385742,35.319984436035156,38.64998245239258,38.519981384277344,47.87900161743164,47.986000061035156,47.696998596191406,47.95500183105469,48.090999603271484,47.939998626708984,1.3092042207717896,4.605103015899658,1.8046574592590332,0.4037475883960724,-0.1300964504480362,0.3095398247241974,-0.13244308782717742,-0.691708335079308,0.17527019654384052,1.0524117659718453,1.29247421991264,-1.3470431969396774,48.13019943237305,48.13019943237305,1.4681010246276855,11.171813526178399,0,0,"2024-12-18 13:16:05.060803"
1,7,30.19999122619629,31.21999168395996,31.524755477905273,35.319984436035156,38.64998245239258,38.519981384277344,47.83399963378906,47.939998626708984,47.66600036621094,47.95500183105469,48.06100082397461,47.89500045776367,1.5380860567092896,4.719543933868408,1.4257915019989014,0.4665527939796448,-0.2041168361902237,0.3633728325366974,-0.12460389344795955,-0.685772041091267,0.17794321092312296,1.0393378582860324,1.2790955817044882,-1.3318791763920188,48.13019943237305,48.13019943237305,1.718747854232788,13.440819064345973,0,0,"2024-12-18 13:16:05.229014"
1,8,30.19999122619629,31.21999168395996,31.042823791503906,35.319984436035156,38.64998245239258,38.519981384277344,47.89500045776367,47.97100067138672,47.696998596191406,47.95500183105469,48.10599899291992,47.90999984741211,1.1764527559280396,1.904297113418579,2.183523416519165,0.6639404892921448,-0.2355194389820099,0.2332763969898224,0.529894961755057,-0.17225859312072672,0.39046600282006866,-0.014016983950346673,0.12721030749498463,-0.04475600657730671,48.13019943237305,48.13019943237305,1.396485447883606,15.948341861334194,0,0,"2024-12-18 13:16:07.692433"
1,9,30.19999122619629,31.21999168395996,31.020586013793945,35.319984436035156,38.64998245239258,38.519981384277344,47.89500045776367,47.986000061035156,47.71200180053711,47.986000061035156,48.137001037597656,47.939998626708984,0.1052856519818306,2.938843011856079,2.1633472442626953,0.3656158745288849,0.01570129580795765,-0.0762634351849556,0.5326908137801308,-0.17017822112480988,0.39142388135454603,-0.018129279757545302,0.12232356592059898,-0.03961516785660737,48.13019943237305,48.13019943237305,1.3606749773025513,8.554502542657572,0,0,"2024-12-18 13:16:07.844323"
1,10,30.19999122619629,31.21999168395996,31.012975692749023,35.319984436035156,38.64998245239258,38.519981384277344,47.90999984741211,48,47.742000579833984,48.01499938964844,48.12200164794922,47.95500183105469,0.01831054873764515,2.906799554824829,2.2306015491485596,0.4104767143726349,0.008972168900072575,-0.0740203931927681,0.5326989666709204,-0.17016748490502817,0.39142698214021526,-0.018151971255101405,0.12232389045366233,-0.0395659775877191,48.13019943237305,48.13019943237305,1.3606749773025513,12.672050713658653,0,0,"2024-12-18 13:16:08.004484"
1,11,30.19999122619629,31.21999168395996,31.01241111755371,35.319984436035156,38.64998245239258,38.519981384277344,47.87900161743164,48,47.68199920654297,48.01499938964844,48.137001037597656,47.92499923706055,0.1098632961511612,1.799011468887329,2.546696901321411,0.1233673244714737,-0.1502838283777237,-0.1772003322839737,0.5329805040730812,-0.17017991993886503,0.39134850799848186,-0.018143187737463776,0.12316201787865998,-0.0395937981294275,48.13019943237305,48.13019943237305,1.5397114753723145,13.507543160021473,0,0,"2024-12-18 13:16:08.160732"
1,12,30.19999122619629,31.21999168395996,31.01485252380371,35.319984436035156,38.64998245239258,38.519981384277344,47.90999984741211,47.986000061035156,47.696998596191406,47.986000061035156,48.10599899291992,47.90999984741211,0.3799438774585724,1.4923096895217896,3.290977954864502,0.1659851223230362,-0.1525268703699112,-0.2489776909351349,0.5401943237607882,-0.17012434458825,0.38866083459157447,-0.018990274477111036,0.1443611529733439,-0.039885242615902636,48.13019943237305,48.13019943237305,1.50390625,21.582247796627847,0,0,"2024-12-18 13:16:08.324259"
1,13,30.19999122619629,31.21999168395996,30.326290130615234,35.319984436035156,38.64998245239258,38.519981384277344,47.87900161743164,47.986000061035156,47.66600036621094,47.95500183105469,48.07600021362305,47.939998626708984,1.0986329317092896,5.868530750274658,3.187854528427124,0.2220611870288849,0.0852356031537056,-0.2310333549976349,1.0062150045935672,-0.16698256503439743,0.21750472166538726,-0.06870589007190143,1.5134797811056955,-0.05090160614035334,48.13019943237305,48.13019943237305,1.4322905540466309,27.402253740224307,0,0,"2024-12-18 13:16:10.25315"
